"sep=;"
URL;SEARCH_NAME;FOUND_NAME;ADDRESS;ZIP;CITY;PHONE;WEBSITE;FOUND_IN;HITTA_OR_ENIRO;DATE
http://www.hitta.se//brommaakuten/bromma/L~dWs-4mOU?vad=Tunnlandet+1%2C+16836+Bromma;BrommaAkutens Vårdcentral;Brommaakuten;Tunnlandet 1;16836;Bromma;08-50585400;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Brommaplans+v%C3%A5rdcentral%2CKl%C3%A4desv%C3%A4gen+12;Brommaplans vårdcentral;Brommaplans Vårdcentral;Klädesvägen 12;16876;Bromma;08-12340700;http://www.brommaplansvardcentral.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Riksby+v%C3%A5rdcentral%2CDrottningholmsv%C3%A4gen+322;Riksby vårdcentral;Riksby vårdcentral;Drottningholmsvägen 322;16731;Bromma;08-6877255;http://www.slso.sll.se/SLPOtemplates/SLPOPage1____10657.aspx;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Tranebergs+V%C3%A5rdcentral%2CTranebergsplan+1;Tranebergs Vårdcentral;Tranebergs vårdcentral;Tranebergsplan 1;16744;Bromma;08-6877018;http://www.tranebergsvardcentral.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=%C3%84ppelvikens+L%C3%A4karmottagning%2CAlviksv%C3%A4gen+39;Äppelvikens Läkarmottagning;Äppelvikens Läkarmottagning;Alviksvägen 39;16753;Bromma;08-253520,08-255590;;Vardcentraler;HITTA;20151117
http://www.hitta.se//h%C3%A4lsoringen+brom%C3%B6lla/brom%C3%B6lla/zxWZCXHkoJ?vad=H%C3%A4lsoRingen+Brom%C3%B6lla%2CStorgatan+58;HälsoRingen Bromölla;Hälsoringen Bromölla;Storgatan 58;29535;Bromölla;0456-48820;http://www.halsoringen.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//brunflo+h%C3%A4lsocentral/brunflo/iLLLxRjss_?vad=Brunflo+h%C3%A4lsocentral%2CGr%C3%A4nsv%C3%A4gen+20;Brunflo hälsocentral;Brunflo Hälsocentral;Gränsvägen 20;83431;Brunflo;063-142017;http://www.jll.se/brunflo;Vardcentraler;HITTA;20151117
http://www.hitta.se//medpro+clinic+br%C3%A5landa+v%C3%A5rdcentral/br%C3%A5landa/zRP_5UGkko?vad=T%C3%B6rnrosgatan+14%2C+46461+Br%C3%A5landa;Medpro Clinic Brålanda VC;Medpro Clinic Brålanda Vårdcentral;Törnrosgatan 14;46461;Brålanda;0521-723500,0521-723550;;Vardcentraler;HITTA;20151117
http://www.hitta.se//br%C3%A4cke+h%C3%A4lsocentral/br%C3%A4cke/dlwUkK7ucE?vad=Br%C3%A4cke+H%C3%A4lsocentral%2CNorrlandsgatan+19;Bräcke Hälsocentral;Bräcke hälsocentral;Norrlandsgatan 19;84060;Bräcke;0693-16610,1177;http://www.jll.se/folkhalsasjukochtandvard/halsocentraler/bracke;Vardcentraler;HITTA;20151117
http://www.hitta.se//br%C3%A4kne-hoby+v%C3%A5rdcentral/br%C3%A4kne-hoby/0dxTRswXX4?vad=Br%C3%A4kne-Hoby+v%C3%A5rdcentral%2CParkv%C3%A4gen+4;Bräkne-Hoby vårdcentral;Bräkne-Hoby Vårdcentral;Parkvägen 4;37260;Bräkne-hoby;0457-731820;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Br%C3%A4mhults+v%C3%A5rdcentral%2CTvinnargatan+19;Brämhults vårdcentral;Brämhults Vårdcentral;Tvinnargatan 19;50730;Brämhult;033-202860;http://www.bramhultsvardcentral.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Br%C3%B6sarp%2CBrunnsviksv%C3%A4gen+4;Vårdcentralen Brösarp;Vårdcentralen Brösarp;Brunnsviksvägen 4;27350;Brösarp;0414-397600;http://www.skane.se/webbplatser/primarvarden_skane/vardcentraler/vara-vardcentraler/orter-a-l/vardcentralen-brosarp;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Bunkeflo%2CKlagshamnsv%C3%A4gen+46;Vårdcentralen Bunkeflo;Vårdcentralen Bunkeflo;Klagshamnsvägen 46;21837;Bunkeflostrand;040-6234780;http://www.skane.se/webbplatser/primarvarden_skane/vardcentraler/vara-vardcentraler/orter-a-l/bunkeflo;Vardcentraler;HITTA;20151117
http://www.hitta.se//bure%C3%A5+h%C3%A4lsocentral/bure%C3%A5/hgjjC4n11H?vad=h%C3%A4lsocentral+nygatan+i+skellefte%C3%A5;Bureå Hälsocentral;Bureå hälsocentral;Nygatan 9;93251;Bureå;090-7859112;http://www.vll.se/default.aspx?id=22071&refid=22046;Vardcentraler;HITTA;20151117
http://www.hitta.se//burtr%C3%A4sk+h%C3%A4lsocentral/burtr%C3%A4sk/zMRRZ54nnO?vad=Burtr%C3%A4sk+H%C3%A4lsov%C3%A5rd%2CBj%C3%B6rn%C3%A5kersgatan+10;Burträsk Hälsovård;Burträsk hälsocentral;Björnåkersgatan 10;93731;Burträsk;090-7859173,0914-10748;http://www.vll.se/default.aspx?id=23343&refid=23300;Vardcentraler;HITTA;20151117
http://www.hitta.se//byske+h%C3%A4lsocentral/byske/VdTTlswXX4?vad=Byske+h%C3%A4lsocentral%2CRingv%C3%A4gen+8;Byske hälsocentral;Byske hälsocentral;Ringvägen 8;93047;Byske;090-7859118,0912-10430;http://www.vll.se/default.aspx?id=21933&refid=21934;Vardcentraler;HITTA;20151117
http://www.hitta.se//folktandv%C3%A5rden+b%C3%A5lsta/b%C3%A5lsta/zxRZ_vOJJA?vad=Centrumleden+2%2C+74632+B%C3%A5lsta;Medpro Clinic Bålsta vårdcentral;Folktandvården Bålsta;Centrumleden 2;74632;Bålsta;0171-451130;http://www.ftvuppsala.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Capio+Citykliniken+B%C3%A5stad%2CK%C3%B6pmansgatan+42;Capio Citykliniken Båstad;Capio Citykliniken Båstad;Köpmansgatan 42;26931;Båstad;0431-471400,0431-471415;http://www.capiovardcentral.se/Skane/Bastad/start;Vardcentraler;HITTA;20151117
http://www.hitta.se//n%C3%A4rh%C3%A4lsan+b%C3%A4ckefors+v%C3%A5rdcentral/b%C3%A4ckefors/h~xWP54nnO?vad=V%C3%A5rdcentralen+B%C3%A4ckefors%2CDalslands+sjukhus;Vårdcentralen Bäckefors;Närhälsan Bäckefors vårdcentral;Dalslands Sjukhus;66888;Bäckefors;010-4416750,0530-60412,010-4416756;http://www.narhalsan.se/backeforsvardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+eda+charlottenberg/charlottenberg/VVxjX1qooJ?vad=Eda+v%C3%A5rdcentral%2CPetersborgsv%C3%A4gen+1;Eda vårdcentral;Vårdcentralen Eda Charlottenberg;Petersborgsvägen 1;67332;Charlottenberg;0571-28400;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Dalar%C3%B6+v%C3%A5rdcentral%2COdinsv%C3%A4gen+20;Dalarö vårdcentral;Dalarö Vårdcentral;Odinsvägen 20;13770;Dalarö;08-12341890;;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+dalby/dalby/xRZwvbkAAK?vad=V%C3%A5rdcentralen+Dalby%2CSkolgatan+1;Vårdcentralen Dalby;Vårdcentralen Dalby;Skolgatan 1;24752;Dalby;046-2751700;http://www.skane.se/webbplatser/primarvarden_skane/vardcentraler/vara-vardcentraler/orter-a-l/vardcentralen-dalby;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Dalsj%C3%B6fors%2CUppeg%C3%A5rdsgatan+2;Vårdcentralen Dalsjöfors;Närhälsan Dalsjöfors vårdcentral, växel;Uppegårdsgatan 2;51634;Dalsjöfors;010-4359040;http://www.narhalsan.se/dalsjoforsvardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//n%C3%A4rh%C3%A4lsan+ulricehamn+v%C3%A5rdcentral+dalum/dalum/LTRZ_XmUU1?vad=V%C3%A5rdcentralen+Dalum;Vårdcentralen Dalum;Närhälsan Ulricehamn vårdcentral Dalum, växel;Dalatorget;52025;Dalum;0321-32245;http://www.narhalsan.se/dalumvardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Kvartersakuten+M%C3%B6rby+Centrum%2CSv%C3%A4rdv%C3%A4gen+3+B;Kvartersakuten Mörby Centrum;Kvartersakuten Mörby Centrum AB;Svärdvägen 3 B;18233;Danderyd;08-55588300;http://www.kvamorby.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//hemsjukv%C3%A5rd+m%C3%B6rbyl%C3%A5nga+v%C3%A5rdcentral/f%C3%A4rjestaden/00hTlsX4vm?vad=M%C3%B6rby+v%C3%A5rdcentral;Mörby vårdcentral;Hemsjukvård Mörbylånga Vårdcentral;Hantverkargatan 7-9;38630;Färjestaden;0485-39123;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Degeberga%2CBr%C3%A4des+V%C3%A4g+5;Vårdcentralen Degeberga;Vårdcentralen Degeberga;Brades Väg 5;29731;Degeberga;044-3090510,1177;http://www.skane.se/webbplatser/primarvarden_skane/vardcentraler/vara-vardcentraler/orter-a-l/degeberga_ny;Vardcentraler;HITTA;20151117
http://www.hitta.se//pilg%C3%A5rdens+v%C3%A5rdcentral/degerfors/VTPssvOHHG?vad=Pilg%C3%A5rdens+v%C3%A5rdcentral%2CPilgatan+2;Pilgårdens vårdcentral;Pilgårdens Vårdcentral;Pilgatan 2;69330;Degerfors;0586-48801,019-6702532,0586-48800,019-6021000;http://www.orebroll.se/pilgarde;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Deje%2C%C3%84lvdalsv%C3%A4gen+17;Vårdcentralen Deje;Deje Vårdcentral, växel;Älvdalsvägen 17;66930;Deje;0552-44100;;Vardcentraler;HITTA;20151117
http://www.hitta.se//friggesund+din+h%C3%A4lsocentral/delsbo/hxTjZ_nOOU?vad=Bj%C3%B6rkgatan+3%2C+82060+Delsbo;Delsbo-Friggesund Din HC;Friggesund Din hälsocentral;Björkgatan 3;82060;Delsbo;0653-714000,026-154000;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Djur%C3%B6+v%C3%A5rdcentral%2CBj%C3%B6rk%C3%A5sv%C3%A4gen+11;Djurö vårdcentral;Djurö vårdcentral;Björkåsvägen 11;13973;Djurhamn;08-12339675,1177;http://www.slso.sll.se/SLPOtemplates/SLPOPage1____2138.aspx;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Djursholms+Husl%C3%A4karmottagning%2CGudmundv%C3%A4gen+9;Djursholms Husläkarmottagning;Djursholms Husläkarmottagning;Gudmundvägen 9;18269;Djursholm;08-58754313,1177;http://www.slso.sll.se/djursholm_hlm;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=DjursholmsDoktorn%2CVendev%C3%A4gen+85+A;DjursholmsDoktorn;Djursholms Doktorn AB;Vendevägen 85 A;18291;Danderyd;08-7532000;http://www.djursholmsdoktorn.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Domsj%C3%B6+v%C3%A5rdcentral%2CSundsv%C3%A4gen+11;Domsjö vårdcentral;Domsjö Hälsocentral, växel;Sundsvägen 11;89232;Domsjö;0660-292600,0660-292620;http://www.lvn.se/domsjo;Vardcentraler;HITTA;20151117
http://www.hitta.se//dorotea+sjukstuga+h%C3%A4lsocentral/dorotea/yzMMjC-vvm?vad=Dorotea+sjukstuga%2CNygatan+19;Dorotea sjukstuga;Dorotea sjukstuga hälsocentral;Nygatan 19;91731;Dorotea;090-7859175,0942-10388;http://www.vll.se/default.aspx?id=23284&refid=28133;Vardcentraler;HITTA;20151117
http://www.hitta.se//n%C3%A4rh%C3%A4lsan+dals-ed+v%C3%A5rdcentral/ed/ih~SMswXX4?vad=Storgatan+7%2C+66830+Ed;Vårdcentralen Edsgärdet;Närhälsan Dals-Ed vårdcentral;Storgatan 7;66830;Ed;010-4416360;http://www.narhalsan.se/dalsedvardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//edsbyn+din+h%C3%A4lsocentral/edsbyn/dSTl254nnO?vad=Edsbyns+h%C3%A4lsocentral%2CSporthallsv%C3%A4gen+2;Edsbyns hälsocentral;Edsbyn Din hälsocentral;Sporthallsvägen 2;82833;Edsbyn;0271-27250,026-154000;http://www.lg.se/dinhalsocentral;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Achima+Care+AB+Ekeby%2CStorgatan+46;Achima Care AB Ekeby;Achima Care/Ekeby Vårdcentral;Storgatan 46;26776;Ekeby;042-4060920;http://www.ekebyvardcentral.se/skane;Vardcentraler;HITTA;20151117
http://www.hitta.se//eker%C3%B6+v%C3%A5rdcentral/eker%C3%B6/~~TMPPwXX4?vad=Eker%C3%B6+V%C3%A5rdcentral;Ekerö Vårdcentral;Ekerö Vårdcentral, växel;Bryggavägen 8;17831;Ekerö;08-56037500;http://www.ekerovardcentral.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//veritaskliniken/stockholm/LMMlwwU1Gq?vad=Veritaskliniken;Veritaskliniken;Veritaskliniken;Engelbrektsgatan 31;11432;Stockholm;08-50063636;http://www.veritaskliniken.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Eksh%C3%A4rad%2CPostv%C3%A4gen+1;Vårdcentralen Ekshärad;Vårdcentralen Ekshärad;Postvägen 1;68360;Ekshärad;0563-47900,0563-47000;;Vardcentraler;HITTA;20151117
http://www.hitta.se//eksj%C3%B6+v%C3%A5rdcentral/eksj%C3%B6/dTgWZvmUU1?vad=Eksj%C3%B6+v%C3%A5rdcentral;Eksjö vårdcentral;Eksjö Vårdcentral;Västanågatan 9;57533;Eksjö;0381-35925;http://www.lj.se/vardcentralernabraliv/Vardcentraler/Eksjovardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Emmaboda+H%C3%A4lsocentral%2CR%C3%A5dhusgatan+14;Emmaboda Hälsocentral;Emmaboda hälsocentral;Rådhusgatan 14;36130;Emmaboda;0471-18514,1177;http://www.ltkalmar.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//enebybergs+v%C3%A5rdcentral/enebyberg/xjCnn1qooJ?vad=Enebybergs+v%C3%A5rdcentral;Enebybergs vårdcentral;Enebybergs vårdcentral;Enebytorg;18248;Enebyberg;08-58754870,1177;http://www.slso.sll.se/SLPOtemplates/SLPOPage1____10842.aspx;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Doktor+Wahlunds+l%C3%A4karmottagning;Doktor Wahlunds läkarmottagning;Doktor Wahlunds Läkarmottagning, växel;Linbanegatan 8-10;74534;Enköping;0171-30506,0171-30757;http://www.wahlund.org;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Enk%C3%B6pings+husl%C3%A4karcentrum%2CKungsgatan+71;Enköpings husläkarcentrum;Enköpings husläkarcentrum;Kungsgatan 71;74538;Enköping;0171-417300;http://www.lul.se/sv/Vard-halsa/Sjukvard/Primarvard/Landstingets-vardcentraler/Vardcentral/Enkopings-huslakarcentrum;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Enk%C3%B6pings+v%C3%A5rdcentral%2CKors%C3%A4ngsgatan+42;Enköpings vårdcentral;Capio Vårdcentral Enköping;Korsängsgatan 42;74949;Enköping;0171-418330,0171-418330,0171-20544;http://www.capiovardcentral.se/Uppsala/enkoping/Vardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//capio+v%C3%A5rdcentral+gubb%C3%A4ngen/enskede/yy0~TWWCCw?vad=Gubb%C3%A4ngstorget+114%2C+12245+Enskede;Carema vårdcentral Gubbängen;Capio Vårdcentral Gubbängen;Gubbängstorget 114;12245;Enskede;08-55599400;http://www.capiovardcentral.se/Stockholm/Gubbangen/Vardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//stureby+v%C3%A5rdcentral/enskede/~~xTgRjss_?vad=Stureby+v%C3%A5rdcentral%2CTussm%C3%B6tev%C3%A4gen+181;Stureby vårdcentral;Stureby vårdcentral;Tussmötevägen 181;12264;Enskede;08-6865450,1177;http://www2.praktikertjanst.se/6/Stureby-vardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Dalens+V%C3%A5rdcentral%2C%C3%85storpsringen+6;Dalens Vårdcentral;Dalens Vårdcentral;Åstorpsringen 6;12131;Enskededalen;08-6865214;http://www.dalensvardcentral.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+city/eskilstuna/0Vxj_wXmmn?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;Vårdcentralen City;Kungsgatan 39;63220;Eskilstuna;016-104001,016-103000,016-105031;http://www.landstingetsormland.se/city;Vardcentraler;HITTA;20151117
http://www.hitta.se//distriktssk%C3%B6terska+ekeby+v%C3%A5rdcentral/eskilstuna/Lgs_mUoJAK?vad=V%C3%A5rdcentralen+Ekeby%2CEkebyv%C3%A4gen+1;Vårdcentralen Ekeby;Distriktssköterska Ekeby Vårdcentral;Ekebyvägen 1;63223;Eskilstuna;016-104915;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Fristaden%2CRademachergatan+1;Vårdcentralen Fristaden;Vårdcentralen Fristaden i Eskilstuna;Rademachergatan 1;63220;Eskilstuna;016-5411200,016-5411210;http://www.familjedoktorerna.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+fr%C3%B6slunda/eskilstuna/yyhMP2_55-?vad=V%C3%A5rdcentralen+Fr%C3%B6slunda%2CLind%C3%A4ngsv%C3%A4gen+2;Vårdcentralen Fröslunda;Vårdcentralen Fröslunda;Lindängsvägen 2;63231;Eskilstuna;016-104200,016-103000,016-104277;http://www.landstingetsormland.se/froslunda;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Skiftinge;Vårdcentralen Skiftinge;Vårdcentralen Skiftinge;Skiftinge Centrum;63353;Eskilstuna;016-104300,016-103000,016-105087;http://www.landstingetsormland.se/skiftinge;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+smeden+och+barnav%C3%A5rdscentral/eskilstuna/zW2-mUJuuc?vad=V%C3%A5rdcentralen+Smeden;Vårdcentralen Smeden;Vårdcentralen Smeden & Barnavårdscentral;Björksgatan 8;63221;Eskilstuna;016-104700,016-166299;http://www.smedhalsan.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Tunafors;Vårdcentralen Tunafors;Tunafors Vårdcentral;Lundbladsvägen 6;63349;Eskilstuna;016-103825,016-103000,016-105089;http://www.landstingetsormland.se/tunafors;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+K%C3%A4rr%C3%A5kra%2CTrollen%C3%A4sv%C3%A4gen+2;Vårdcentralen Kärråkra;Vårdcentralen Kärråkra;Trollenäsvägen 2;24135;Eslöv;0413-351000;http://www.skane.se/webbplatser/primarvarden_skane/vardcentraler/vara-vardcentraler/eslov/eslov---karrakra_ny;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+T%C3%A5belund%2CSolv%C3%A4gen+33;Vårdcentralen Tåbelund;Vårdcentralen Tåbelund;Solvägen 33;24131;Eslöv;0413-351200;http://www.vardcentralentabelund.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//folktandv%C3%A5rden+fagersta/fagersta/xj_XXHbJJA?vad=Bergslagssjukhuset%2C+73781+Fagersta;Familjeläkarna Mitt Hjärta;Folktandvården Fagersta;Bergslagssjukhuset;73781;Fagersta;0223-47180,0223-14269;http://www.ltv.se/ftv_fagersta;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Familjel%C3%A4karna+Falkenberg%2CNygatan+64;Familjeläkarna Falkenberg;Capio Familjeläkarna Söderbro;Nygatan 64;31174;Falkenberg;0346-715050;http://www.capiovardcentral.se/Halland/Familjelakarna-Falkenberg-Soderbro-Skrea-Glommen/vardcentral/;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Laurentiuskliniken;Laurentiuskliniken;Laurentiuskliniken;Praktikertjänst AB 1;10355;Stockholm;0346-713535,0346-713534;http://www.laurentius.nu;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Box+113%2C+31122+Falkenberg;VC Gruebäck & Hjortsberg;Primärvårdsförvaltningen Hallands Läns Landstings;Box 113;31122;Falkenberg;0346-56000,0346-58150,0346-56006;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Centralh%C3%A4lsan+V%C3%A5rdcentral%2CBryngelsgatan+2+B;Centralhälsan Vårdcentral;Vårdcentralen Centralhälsan, Bräcke diakoni;Bryngelsgatan 2 B;52147;Falköping;0515-717200,0515-600813;http://www.brackediakoni.se/vardcentraler/centralhalsan;Vardcentraler;HITTA;20151117
http://www.hitta.se//prim%C3%A4rv%C3%A5rdsrehab+falk%C3%B6ping+br%C3%A4cke+diakoni/falk%C3%B6ping/~gZ_ww-4mn?vad=M%C3%B6ssebergsparken+34%2C+Falk%C3%B6ping;VC Kurhälsan Bräcke Diakoni;Primärvårdsrehab Falköping, Bräcke diakoni;Mössebergsparken 34;52137;Falköping;0515-600808;http://www.brackediakoni.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+M%C3%B6sseberg%2CDanska+v%C3%A4gen+62;Vårdcentralen Mösseberg;Närhälsan Mösseberg vårdcentral;Danska Vägen 62;52137;Falköping;0515-87890;http://www.narhalsan.se/mossebergvardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Oden%2CSankt+Olofsgatan+8;Vårdcentralen Oden;Närhälsan Oden vårdcentral;Sankt Olofsgatan 8;52146;Falköping;0515-87860,0515-87092,0515-87093,0515-87094,0515-87097,0515-87077,0515-87593,0515-87591,0515-87813;http://www.narhalsan.se/odenvardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//falu+v%C3%A5rdcentral/falun/0hdW_5nnU1?vad=Falu+v%C3%A5rdcentral%2CS%C3%B6dra+Mariegatan+18;Falu vårdcentral;Falu Vårdcentral;Södra Mariegatan 18;79170;Falun;023-6616100;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Britsarvet%2CNorra+J%C3%A4rnv%C3%A4gsgatan+18;Vårdcentralen Britsarvet;Mottagningen Britsarvet Vårdcentralen Britsarvet-Grycksbo;Norra Järnvägsgatan 18;79135;Falun;023-491601,023-10664;;Vardcentraler;HITTA;20151117
http://www.hitta.se//mottagning+norslund+v%C3%A5rdcentral+norslund-sv%C3%A4rdsj%C3%B6/falun/dxg2svOHHG?vad=V%C3%A5rdcentralen+Norslund%2CKopparv%C3%A4gen+29;Vårdcentralen Norslund;Mottagning Norslund Vårdcentral Norslund-Svärdsjö;Kopparvägen 29;79142;Falun;023-491910,023-492000;http://www.ltdalarna.se/vardcentralnorslund;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentral+tisken/falun/hLdRP54nnO?vad=V%C3%A5rdcentralen+Tisken%2CMyntgatan+8;Vårdcentralen Tisken;Vårdcentral Tisken;Myntgatan 8;79151;Falun;023-491730,023-13095;http://www.ltdalarna.se/vardcentraltisken;Vardcentraler;HITTA;20151117
http://www.hitta.se//capio+v%C3%A5rdcentral+farsta/farsta/yyh~zSMllP?vad=Munkforsplan+37%2C+12347+Farsta;Carema Vårdcentral Farsta;Capio Vårdcentral Farsta;Munkforsplan 37;12347;Farsta;08-55555400;http://www.capiovardcentral.se/Stockholm/farsta/Vardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Farsta+Akuten+Curera%2CKarlandaplan+6;Farsta Akuten Curera;Farsta Akuten Curera;Karlandaplan 6;12347;Farsta;08-12000600;http://www.curera.net;Vardcentraler;HITTA;20151117
http://www.hitta.se//m%C3%B6drav%C3%A5rdscentral+fellingsbro+v%C3%A5rdcentral/fellingsbro/VVgMswnOU1?vad=Fellingsbro+v%C3%A5rdcentral%2CTorgv%C3%A4gen+3;Fellingsbro vårdcentral;Mödravårdscentral Fellingsbro Vårdcentral;Torgvägen 3;73271;Fellingsbro;0581-31680;http://www.fellingsbro.fhsk.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//bergslagens+arbetsmilj%C3%B6+ab/filipstad/~~dMP255X4?vad=Viktoriagatan+6%2C+Filipstad;Filipstads Nya Vårdcentral;Bergslagens Arbetsmiljö AB;Viktoriagatan 6;68230;Filipstad;0590-650220,0590-10555;http://www.bergslagensarbetsmiljo.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Filipstad;Vårdcentralen Filipstad;Vårdcentral Filipstad, växel;Vikhyttegatan 14;68234;Filipstad;0590-18801,054-615000;;Vardcentraler;HITTA;20151117
http://www.hitta.se//barnav%C3%A5rdscentral+finsp%C3%A5ngs+v%C3%A5rdcentral/finsp%C3%A5ng/dPPCX1oJAK?vad=lasarettsv%C3%A4gen+12-16%2C+61237+finsp%C3%A5ng;Närsjukvården i Finspång;Barnavårdscentral Finspångs Vårdcentral;Lasarettsvägen 12-16;61237;Finspång;010-1042623,010-1042625,010-1042624;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Skaft%C3%B6+V%C3%A5rdcentral;Skaftö Vårdcentral;Närhälsan Lysekil vårdcentral - Skaftö;Stenströmsbacken 1 A;45178;Fiskebäckskil;0523-23220;http://www.narhalsan.se/Skaftodistriktlakarmottagning;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Lekebergs+v%C3%A5rdcentral%2CVallgatan+17;Lekebergs vårdcentral;Capio Vårdcentral Lekeberg;Vallgatan 17;71631;Fjugesta;0585-88333,0585-88330,0585-88303,0585-88316,0585-88302,0585-88319,019-6023000;http://www.capiovardcentral.se/Orebro/Lekeberg/start;Vardcentraler;HITTA;20151117
http://www.hitta.se//n%C3%A4rh%C3%A4lsan+fj%C3%A4llbacka+v%C3%A5rdcentral/fj%C3%A4llbacka/xlCnOUUUU1?vad=V%C3%A5rdcentralen+Fj%C3%A4llbacka;Vårdcentralen Fjällbacka;Närhälsan Fjällbacka vårdcentral;Nestorsvägen 1;45740;Fjällbacka;010-4415100;http://www.narhalsan.se/fjallbackavardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Fj%C3%A4rdhundra+v%C3%A5rdcentral%2CSimtuna+Kyrkmalmen;Fjärdhundra vårdcentral;Fjärdhundra Vårdcentral;Kyrkmalmsvägen 50;74970;Fjärdhundra;0171-417300;http://www.lul.se/fjardhundra;Vardcentraler;HITTA;20151117
